Last_Refreshed,Transaction,EUR_Balance,BTC_Balance,BTCEUR_Balance,BTCEUR_Rate,Profit
2020-12-20 22:28:00,BUY,0.0,0.01020681,196.0,19202.87,0.0
2020-12-26 07:55:02,SELL,206.93361221091314,0.0,0.0,20274.073115,10.71489533288889
