From_Currency_Code,From_Currency_Name,To_Currency_Code,To_Currency_Name,Exchange_Rate,Last_Refreshed,Time_Zone,Bid_Price,Ask_Price
BTC,Bitcoin,EUR,Euro,19153.89804000,2020-12-22 16:55:03,UTC,19153.89804000,19153.90625400
BTC,Bitcoin,EUR,Euro,19177.98970200,2020-12-22 17:00:03,UTC,19179.15609000,19179.16430400
BTC,Bitcoin,EUR,Euro,19191.29112600,2020-12-22 17:05:04,UTC,19191.28291500,19191.29112600
BTC,Bitcoin,EUR,Euro,19183.08418400,2020-12-22 17:10:01,UTC,19183.07597200,19183.08418400
BTC,Bitcoin,EUR,Euro,19176.38816100,2020-12-22 17:15:04,UTC,19176.38816100,19176.39637200
BTC,Bitcoin,EUR,Euro,19193.29695000,2020-12-22 17:20:03,UTC,19193.28874000,19193.29695000
BTC,Bitcoin,EUR,Euro,19179.49554000,2020-12-22 17:25:02,UTC,19177.81208000,19177.82029200
BTC,Bitcoin,EUR,Euro,19148.64305600,2020-12-22 17:30:03,UTC,19148.63484400,19148.64305600
BTC,Bitcoin,EUR,Euro,19175.83428000,2020-12-22 17:35:03,UTC,19175.83428000,19175.84249000
BTC,Bitcoin,EUR,Euro,19094.24765300,2020-12-22 17:40:01,UTC,19092.90893400,19094.23944000
BTC,Bitcoin,EUR,Euro,19158.70987800,2020-12-22 17:45:03,UTC,19158.70987800,19158.71808900
BTC,Bitcoin,EUR,Euro,19191.52637400,2020-12-22 17:50:02,UTC,19191.51816000,19191.52637400
BTC,Bitcoin,EUR,Euro,19170.25896800,2020-12-22 17:55:04,UTC,19170.25896800,19170.26718100
BTC,Bitcoin,EUR,Euro,19170.76618400,2020-12-22 18:00:03,UTC,19170.76618400,19170.77439600
BTC,Bitcoin,EUR,Euro,19208.48007000,2020-12-22 18:05:05,UTC,19208.47185600,19208.48007000
BTC,Bitcoin,EUR,Euro,19196.68018900,2020-12-22 18:10:01,UTC,19196.67197600,19196.68018900
BTC,Bitcoin,EUR,Euro,19244.74266500,2020-12-22 18:15:04,UTC,19244.73445200,19244.74266500
BTC,Bitcoin,EUR,Euro,19230.21285200,2020-12-22 18:20:03,UTC,19230.20464000,19230.21285200
BTC,Bitcoin,EUR,Euro,19274.11420400,2020-12-22 18:25:03,UTC,19274.11420400,19274.12241600
BTC,Bitcoin,EUR,Euro,19269.16510200,2020-12-22 18:30:02,UTC,19269.15688800,19269.16510200
BTC,Bitcoin,EUR,Euro,19282.35905200,2020-12-22 18:35:03,UTC,19282.35905200,19282.36726400
BTC,Bitcoin,EUR,Euro,19280.39345100,2020-12-22 18:40:04,UTC,19280.38523400,19280.39345100
BTC,Bitcoin,EUR,Euro,19270.26930000,2020-12-22 18:45:03,UTC,19270.26108000,19270.26930000
BTC,Bitcoin,EUR,Euro,19291.44304000,2020-12-22 18:50:02,UTC,19291.43481800,19291.44304000
BTC,Bitcoin,EUR,Euro,19317.54308800,2020-12-22 18:55:04,UTC,19318.56224400,19318.57046300
BTC,Bitcoin,EUR,Euro,19267.20993200,2020-12-22 19:00:03,UTC,19267.20993200,19267.21815100
BTC,Bitcoin,EUR,Euro,19301.48886000,2020-12-22 19:05:04,UTC,19301.48886000,19301.49708000
BTC,Bitcoin,EUR,Euro,19280.73018700,2020-12-22 19:10:01,UTC,19280.72196800,19280.73018700
BTC,Bitcoin,EUR,Euro,19263.31576000,2020-12-22 19:15:03,UTC,19263.30754400,19263.31576000
BTC,Bitcoin,EUR,Euro,19179.57655800,2020-12-22 19:45:05,UTC,19179.57655800,19181.44272500
BTC,Bitcoin,EUR,Euro,19242.17125200,2020-12-22 19:50:01,UTC,19242.17125200,19242.17947300
BTC,Bitcoin,EUR,Euro,19239.04884900,2020-12-22 19:55:05,UTC,19239.04062600,19239.04884900
BTC,Bitcoin,EUR,Euro,19244.92704000,2020-12-22 20:00:03,UTC,19244.91882000,19244.92704000
BTC,Bitcoin,EUR,Euro,19236.01031600,2020-12-22 20:05:03,UTC,19234.73590600,19234.74412800
BTC,Bitcoin,EUR,Euro,19240.94351600,2020-12-22 20:10:01,UTC,19241.23128600,19241.23950800
BTC,Bitcoin,EUR,Euro,19246.04662200,2020-12-22 20:15:04,UTC,19246.10418300,19246.11240600
BTC,Bitcoin,EUR,Euro,19273.24008300,2020-12-22 20:20:04,UTC,19273.24008300,19273.24830600
BTC,Bitcoin,EUR,Euro,19217.20280400,2020-12-22 20:25:03,UTC,19217.20280400,19217.21103000
BTC,Bitcoin,EUR,Euro,19162.31070600,2020-12-22 20:30:02,UTC,19162.31070600,19162.31893200
BTC,Bitcoin,EUR,Euro,19192.93880000,2020-12-22 20:35:03,UTC,19192.93057500,19193.36650000
BTC,Bitcoin,EUR,Euro,19207.58752500,2020-12-22 20:40:03,UTC,19207.58752500,19207.59575000
BTC,Bitcoin,EUR,Euro,19235.15772500,2020-12-22 20:45:03,UTC,19235.42092500,19235.42915000
BTC,Bitcoin,EUR,Euro,19213.95367500,2020-12-22 20:50:01,UTC,19213.94545000,19213.95367500
BTC,Bitcoin,EUR,Euro,19251.36901200,2020-12-22 20:55:03,UTC,19251.36079000,19251.36901200
BTC,Bitcoin,EUR,Euro,19264.31812800,2020-12-22 21:00:04,UTC,19264.30990500,19264.31812800
BTC,Bitcoin,EUR,Euro,19283.53700000,2020-12-22 21:05:04,UTC,19283.52878200,19283.53700000
BTC,Bitcoin,EUR,Euro,19288.29522200,2020-12-22 21:10:01,UTC,19288.29522200,19288.30344000
BTC,Bitcoin,EUR,Euro,19303.29307200,2020-12-22 21:15:04,UTC,19303.29307200,19303.30129000
BTC,Bitcoin,EUR,Euro,19306.81729300,2020-12-22 21:20:04,UTC,19306.80907400,19306.81729300
BTC,Bitcoin,EUR,Euro,19290.70578600,2020-12-22 21:25:03,UTC,19290.70578600,19290.71400300
BTC,Bitcoin,EUR,Euro,19234.41933600,2020-12-22 21:30:03,UTC,19234.41933600,19234.42755300
BTC,Bitcoin,EUR,Euro,19284.87256300,2020-12-22 21:35:04,UTC,19284.86434400,19284.87256300
BTC,Bitcoin,EUR,Euro,19278.02549000,2020-12-22 21:40:02,UTC,19277.64760000,19278.28837000
BTC,Bitcoin,EUR,Euro,19230.18063200,2020-12-22 21:45:04,UTC,19230.18063200,19230.18884800
BTC,Bitcoin,EUR,Euro,19232.46000000,2020-12-22 21:50:04,UTC,19232.46000000,19232.46821900
BTC,Bitcoin,EUR,Euro,19249.51396500,2020-12-22 21:55:03,UTC,19249.51396500,19251.35457300
BTC,Bitcoin,EUR,Euro,19265.16468000,2020-12-22 22:00:01,UTC,19265.15646000,19265.16468000
BTC,Bitcoin,EUR,Euro,19214.60771400,2020-12-22 22:05:03,UTC,19214.60771400,19214.61592800
BTC,Bitcoin,EUR,Euro,19259.57448100,2020-12-22 22:10:03,UTC,19259.57448100,19259.58270000
BTC,Bitcoin,EUR,Euro,19262.28054400,2020-12-22 22:15:04,UTC,19263.48008000,19263.48829600
BTC,Bitcoin,EUR,Euro,19290.80668800,2020-12-22 22:20:03,UTC,19290.80668800,19290.81490900
BTC,Bitcoin,EUR,Euro,19270.63540800,2020-12-22 22:25:03,UTC,19270.63540800,19270.64362200
BTC,Bitcoin,EUR,Euro,19244.51755200,2020-12-22 22:30:01,UTC,19244.51755200,19244.52576800
BTC,Bitcoin,EUR,Euro,19234.79178000,2020-12-22 22:35:03,UTC,19234.79178000,19234.80000000
BTC,Bitcoin,EUR,Euro,19282.01235100,2020-12-22 22:40:02,UTC,19282.01235100,19282.02057000
BTC,Bitcoin,EUR,Euro,19279.60057800,2020-12-22 22:45:03,UTC,19279.65810400,19279.66632200
BTC,Bitcoin,EUR,Euro,19367.10578900,2020-12-22 22:50:01,UTC,19368.05942500,19368.06764600
BTC,Bitcoin,EUR,Euro,19387.35892500,2020-12-22 22:55:06,UTC,19387.35892500,19387.36714000
BTC,Bitcoin,EUR,Euro,19499.61690000,2020-12-22 23:00:02,UTC,19501.92531500,19501.93353000
BTC,Bitcoin,EUR,Euro,19443.73090400,2020-12-22 23:05:02,UTC,19443.73090400,19443.73912000
BTC,Bitcoin,EUR,Euro,19458.95778600,2020-12-22 23:10:01,UTC,19458.95778600,19458.96600000
BTC,Bitcoin,EUR,Euro,19523.91687000,2020-12-22 23:15:03,UTC,19523.91687000,19523.92508500
BTC,Bitcoin,EUR,Euro,19471.49695500,2020-12-22 23:20:03,UTC,19471.48874000,19471.49695500
BTC,Bitcoin,EUR,Euro,19461.37244000,2020-12-22 23:25:03,UTC,19461.37244000,19461.38065200
BTC,Bitcoin,EUR,Euro,19434.42704700,2020-12-22 23:30:01,UTC,19434.42704700,19434.43525800
BTC,Bitcoin,EUR,Euro,19468.04879600,2020-12-22 23:35:06,UTC,19468.04879600,19468.05700800
BTC,Bitcoin,EUR,Euro,19474.90727700,2020-12-22 23:40:03,UTC,19474.84980000,19474.90727700
BTC,Bitcoin,EUR,Euro,19479.22422300,2020-12-22 23:45:03,UTC,19480.57837800,19480.58658500
BTC,Bitcoin,EUR,Euro,19475.90859500,2020-12-22 23:50:01,UTC,19475.99887200,19476.00707900
BTC,Bitcoin,EUR,Euro,19519.16974800,2020-12-22 23:55:06,UTC,19519.16974800,19519.17795100
BTC,Bitcoin,EUR,Euro,19538.47961000,2020-12-23 00:00:03,UTC,19538.47140700,19538.47961000
BTC,Bitcoin,EUR,Euro,19482.85099600,2020-12-23 00:05:04,UTC,19482.84279200,19482.85099600
BTC,Bitcoin,EUR,Euro,19488.24886800,2020-12-23 00:10:01,UTC,19488.24066200,19488.24886800
BTC,Bitcoin,EUR,Euro,19491.73169100,2020-12-23 00:15:04,UTC,19491.73169100,19491.73989800
BTC,Bitcoin,EUR,Euro,19512.63216000,2020-12-23 00:20:07,UTC,19512.62395200,19512.63216000
BTC,Bitcoin,EUR,Euro,19545.06206100,2020-12-23 00:25:07,UTC,19545.06206100,19545.07027200
BTC,Bitcoin,EUR,Euro,19558.29867600,2020-12-23 00:30:01,UTC,19558.29867600,19558.30688800
BTC,Bitcoin,EUR,Euro,19606.53352800,2020-12-23 00:35:04,UTC,19606.53352800,19606.54174100
BTC,Bitcoin,EUR,Euro,19583.98063000,2020-12-23 00:40:03,UTC,19583.98063000,19583.98884300
BTC,Bitcoin,EUR,Euro,19546.93178700,2020-12-23 00:45:04,UTC,19546.93178700,19546.94000000
BTC,Bitcoin,EUR,Euro,19577.35544500,2020-12-23 00:50:01,UTC,19577.34723000,19577.35544500
BTC,Bitcoin,EUR,Euro,19646.96203800,2020-12-23 00:55:04,UTC,19646.95382100,19646.96203800
BTC,Bitcoin,EUR,Euro,19725.60000000,2020-12-23 01:00:03,UTC,19725.59178100,19725.60000000
BTC,Bitcoin,EUR,Euro,19735.53521800,2020-12-23 01:05:03,UTC,19735.53521800,19735.54343600
BTC,Bitcoin,EUR,Euro,19685.49155100,2020-12-23 01:10:01,UTC,19685.49155100,19685.49976800
BTC,Bitcoin,EUR,Euro,19612.60065600,2020-12-23 01:15:04,UTC,19612.60065600,19612.60887000
BTC,Bitcoin,EUR,Euro,19586.00210700,2020-12-23 01:20:03,UTC,19585.99389600,19586.00210700
BTC,Bitcoin,EUR,Euro,19568.41372800,2020-12-23 01:25:06,UTC,19568.40552000,19568.41372800
BTC,Bitcoin,EUR,Euro,19576.59230100,2020-12-23 01:30:01,UTC,19576.58409000,19576.59230100
BTC,Bitcoin,EUR,Euro,19502.76720000,2020-12-23 01:35:03,UTC,19502.76720000,19504.96774800
BTC,Bitcoin,EUR,Euro,19500.14293100,2020-12-23 01:40:06,UTC,19500.13472200,19500.14293100
BTC,Bitcoin,EUR,Euro,19441.43596800,2020-12-23 01:45:04,UTC,19441.42776000,19441.43596800
BTC,Bitcoin,EUR,Euro,19461.23366400,2020-12-23 01:50:01,UTC,19461.22545600,19461.23366400
BTC,Bitcoin,EUR,Euro,19483.31448100,2020-12-23 01:55:03,UTC,19483.31448100,19483.32269000
BTC,Bitcoin,EUR,Euro,19457.74344600,2020-12-23 02:00:03,UTC,19457.74344600,19458.58897300
BTC,Bitcoin,EUR,Euro,19486.42679000,2020-12-23 02:05:03,UTC,19486.42679000,19486.43500000
BTC,Bitcoin,EUR,Euro,19392.86563000,2020-12-23 02:10:01,UTC,19392.86563000,19392.87384000
BTC,Bitcoin,EUR,Euro,19402.82526000,2020-12-23 02:15:04,UTC,19402.81705300,19402.82526000
BTC,Bitcoin,EUR,Euro,19429.06526400,2020-12-23 02:20:03,UTC,19429.06526400,19429.07347500
BTC,Bitcoin,EUR,Euro,19434.77590500,2020-12-23 02:25:03,UTC,19434.76769000,19434.77590500
BTC,Bitcoin,EUR,Euro,19465.15935600,2020-12-23 02:30:01,UTC,19465.15935600,19465.16757000
BTC,Bitcoin,EUR,Euro,19457.01186800,2020-12-23 02:35:03,UTC,19457.01186800,19457.73452400
BTC,Bitcoin,EUR,Euro,19458.21431400,2020-12-23 02:40:04,UTC,19458.20610300,19458.21431400
BTC,Bitcoin,EUR,Euro,19443.67153200,2020-12-23 02:45:03,UTC,19442.49693000,19444.95291600
BTC,Bitcoin,EUR,Euro,19389.56249400,2020-12-23 02:50:01,UTC,19389.55428100,19389.56249400
BTC,Bitcoin,EUR,Euro,19409.43154000,2020-12-23 02:55:02,UTC,19409.42332800,19409.43154000
BTC,Bitcoin,EUR,Euro,19398.88356000,2020-12-23 03:00:03,UTC,19398.88356000,19398.89177000
BTC,Bitcoin,EUR,Euro,19420.71652000,2020-12-23 03:05:03,UTC,19420.75755500,19420.76576200
BTC,Bitcoin,EUR,Euro,19410.81465000,2020-12-23 03:10:01,UTC,19411.11823500,19411.12644000
BTC,Bitcoin,EUR,Euro,19382.75314800,2020-12-23 03:15:04,UTC,19382.74494600,19382.75314800
BTC,Bitcoin,EUR,Euro,19481.23480800,2020-12-23 03:20:03,UTC,19481.22660400,19481.23480800
BTC,Bitcoin,EUR,Euro,19472.34987600,2020-12-23 03:25:03,UTC,19472.34167200,19472.34987600
BTC,Bitcoin,EUR,Euro,19448.45988800,2020-12-23 03:30:01,UTC,19448.45988800,19448.46809100
BTC,Bitcoin,EUR,Euro,19462.06308000,2020-12-23 03:35:03,UTC,19462.05487500,19462.06308000
BTC,Bitcoin,EUR,Euro,19489.89002800,2020-12-23 03:40:03,UTC,19489.89002800,19489.89823200
BTC,Bitcoin,EUR,Euro,19468.76395000,2020-12-23 03:45:03,UTC,19468.75574900,19468.76395000
BTC,Bitcoin,EUR,Euro,19430.46562500,2020-12-23 03:50:01,UTC,19430.45742000,19430.46562500
BTC,Bitcoin,EUR,Euro,19419.07310000,2020-12-23 03:55:03,UTC,19419.07310000,19419.08130400
BTC,Bitcoin,EUR,Euro,19440.23267100,2020-12-23 04:00:04,UTC,19440.23267100,19440.24087200
BTC,Bitcoin,EUR,Euro,19351.33383100,2020-12-23 04:05:04,UTC,19351.32563000,19351.33383100
BTC,Bitcoin,EUR,Euro,19308.48360600,2020-12-23 04:10:01,UTC,19308.47540500,19308.48360600
BTC,Bitcoin,EUR,Euro,19330.78785300,2020-12-23 04:15:04,UTC,19330.78785300,19330.79605600
BTC,Bitcoin,EUR,Euro,19347.87721500,2020-12-23 04:20:05,UTC,19347.67224000,19347.68043900
BTC,Bitcoin,EUR,Euro,19373.46012900,2020-12-23 04:25:03,UTC,19373.45192800,19373.46012900
BTC,Bitcoin,EUR,Euro,19379.54616600,2020-12-23 04:30:01,UTC,19379.53796400,19379.54616600
BTC,Bitcoin,EUR,Euro,19392.27754100,2020-12-23 04:35:03,UTC,19392.27754100,19392.28574400
BTC,Bitcoin,EUR,Euro,19369.81039200,2020-12-23 04:40:04,UTC,19369.81039200,19370.34352200
BTC,Bitcoin,EUR,Euro,19331.24722100,2020-12-23 04:45:04,UTC,19331.24722100,19331.25542400
BTC,Bitcoin,EUR,Euro,19298.06749800,2020-12-23 04:50:01,UTC,19300.07698800,19300.62652200
BTC,Bitcoin,EUR,Euro,19266.62103000,2020-12-23 04:55:06,UTC,19266.60462600,19266.62103000
BTC,Bitcoin,EUR,Euro,19237.07742600,2020-12-23 05:00:03,UTC,19237.06922400,19237.07742600
BTC,Bitcoin,EUR,Euro,19304.34138100,2020-12-23 05:05:03,UTC,19304.33317800,19304.34138100
BTC,Bitcoin,EUR,Euro,19228.44722500,2020-12-23 05:10:01,UTC,19228.43902200,19228.44722500
BTC,Bitcoin,EUR,Euro,19218.94815100,2020-12-23 05:15:04,UTC,19218.93994800,19218.94815100
BTC,Bitcoin,EUR,Euro,19272.64810800,2020-12-23 05:20:01,UTC,19272.63990400,19272.64810800
BTC,Bitcoin,EUR,Euro,19277.22594000,2020-12-23 05:25:02,UTC,19277.21773600,19277.22594000
BTC,Bitcoin,EUR,Euro,19283.05078000,2020-12-23 05:30:04,UTC,19283.04257600,19283.05078000
BTC,Bitcoin,EUR,Euro,19238.11035900,2020-12-23 05:35:03,UTC,19238.11035900,19238.11856200
BTC,Bitcoin,EUR,Euro,19195.97352400,2020-12-23 05:40:03,UTC,19195.54691600,19195.97352400
BTC,Bitcoin,EUR,Euro,19209.72797900,2020-12-23 05:45:05,UTC,19210.24476800,19210.25297100
BTC,Bitcoin,EUR,Euro,19276.69727100,2020-12-23 05:50:01,UTC,19276.34454200,19276.35274500
BTC,Bitcoin,EUR,Euro,19278.43630700,2020-12-23 05:55:02,UTC,19278.42810400,19278.43630700
BTC,Bitcoin,EUR,Euro,19293.41696400,2020-12-23 06:00:03,UTC,19292.33430000,19292.44912800
BTC,Bitcoin,EUR,Euro,19338.67148700,2020-12-23 06:05:03,UTC,19338.67148700,19338.67968800
BTC,Bitcoin,EUR,Euro,19314.78380000,2020-12-23 06:10:01,UTC,19314.78380000,19314.79200300
BTC,Bitcoin,EUR,Euro,19318.38540800,2020-12-23 06:15:04,UTC,19318.38540800,19318.39361200
BTC,Bitcoin,EUR,Euro,19309.22854500,2020-12-23 06:20:03,UTC,19309.22034000,19309.22854500
BTC,Bitcoin,EUR,Euro,19276.69572000,2020-12-23 06:25:03,UTC,19276.69572000,19276.70392500
BTC,Bitcoin,EUR,Euro,19258.39857000,2020-12-23 06:30:03,UTC,19258.39857000,19258.40677500
BTC,Bitcoin,EUR,Euro,19309.49931000,2020-12-23 06:35:02,UTC,19309.49931000,19309.50751500
BTC,Bitcoin,EUR,Euro,19267.76672800,2020-12-23 06:40:03,UTC,19267.75852400,19267.76672800
BTC,Bitcoin,EUR,Euro,19301.81943000,2020-12-23 06:45:04,UTC,19301.81122500,19301.81943000
BTC,Bitcoin,EUR,Euro,19333.02134400,2020-12-23 06:50:01,UTC,19333.02134400,19333.02954800
BTC,Bitcoin,EUR,Euro,19244.90955000,2020-12-23 06:55:03,UTC,19244.90134500,19244.90955000
BTC,Bitcoin,EUR,Euro,19273.65166500,2020-12-23 07:00:04,UTC,19273.65166500,19273.65987000
BTC,Bitcoin,EUR,Euro,19264.78307600,2020-12-23 07:05:02,UTC,19264.77487000,19264.78307600
BTC,Bitcoin,EUR,Euro,19250.92240200,2020-12-23 07:10:01,UTC,19250.92240200,19250.93060400
BTC,Bitcoin,EUR,Euro,19173.11553000,2020-12-23 07:15:03,UTC,19172.95155000,19172.95974900
BTC,Bitcoin,EUR,Euro,19189.50949000,2020-12-23 07:20:03,UTC,19189.50949000,19189.51768800
BTC,Bitcoin,EUR,Euro,19222.39152000,2020-12-23 07:25:04,UTC,19222.38332100,19222.39152000
BTC,Bitcoin,EUR,Euro,19249.78437900,2020-12-23 07:30:03,UTC,19249.78437900,19249.79257800
BTC,Bitcoin,EUR,Euro,19321.62412600,2020-12-23 07:35:02,UTC,19321.62412600,19321.63232300
BTC,Bitcoin,EUR,Euro,19327.20753600,2020-12-23 07:40:02,UTC,19327.20753600,19327.21573500
BTC,Bitcoin,EUR,Euro,19307.31820000,2020-12-23 07:45:05,UTC,19307.31000000,19307.31820000
BTC,Bitcoin,EUR,Euro,19363.56817500,2020-12-23 07:50:01,UTC,19362.07632100,19362.10910900
BTC,Bitcoin,EUR,Euro,19301.38028500,2020-12-23 07:55:03,UTC,19301.38028500,19301.38848000
BTC,Bitcoin,EUR,Euro,19297.64843000,2020-12-23 08:00:04,UTC,19297.64023600,19297.64843000
BTC,Bitcoin,EUR,Euro,19376.24076000,2020-12-23 08:05:03,UTC,19376.24076000,19376.24896200
BTC,Bitcoin,EUR,Euro,19389.81664100,2020-12-23 08:10:01,UTC,19389.81664100,19391.46544400
BTC,Bitcoin,EUR,Euro,19377.48702400,2020-12-23 08:15:03,UTC,19377.47882000,19377.48702400
BTC,Bitcoin,EUR,Euro,19373.91313800,2020-12-23 08:20:02,UTC,19373.91313800,19373.92134700
BTC,Bitcoin,EUR,Euro,19371.10913000,2020-12-23 08:25:02,UTC,19371.10913000,19371.11734000
BTC,Bitcoin,EUR,Euro,19366.93604900,2020-12-23 08:30:02,UTC,19366.92784200,19366.93604900
BTC,Bitcoin,EUR,Euro,19334.74743200,2020-12-23 08:35:02,UTC,19334.73922600,19334.74743200
BTC,Bitcoin,EUR,Euro,19301.65533000,2020-12-23 08:40:02,UTC,19302.09019500,19302.09840000
BTC,Bitcoin,EUR,Euro,19282.08664200,2020-12-23 08:45:04,UTC,19282.08664200,19282.09484500
BTC,Bitcoin,EUR,Euro,19286.66074500,2020-12-23 08:50:01,UTC,19286.66074500,19286.66894600
BTC,Bitcoin,EUR,Euro,19305.87051800,2020-12-23 08:55:03,UTC,19305.87051800,19305.87872400
BTC,Bitcoin,EUR,Euro,19256.88000000,2020-12-23 09:00:04,UTC,19256.88000000,19256.88820000
BTC,Bitcoin,EUR,Euro,19312.99596400,2020-12-23 09:05:03,UTC,19312.99596400,19313.00416200
BTC,Bitcoin,EUR,Euro,19293.72246600,2020-12-23 09:10:01,UTC,19293.72246600,19293.73066400
BTC,Bitcoin,EUR,Euro,19310.29299900,2020-12-23 09:15:04,UTC,19310.28480000,19310.29299900
BTC,Bitcoin,EUR,Euro,19311.70068000,2020-12-23 09:20:02,UTC,19311.70068000,19311.70887800
BTC,Bitcoin,EUR,Euro,19263.66010800,2020-12-23 09:25:02,UTC,19263.65190600,19263.66010800
BTC,Bitcoin,EUR,Euro,19209.97169800,2020-12-23 09:30:02,UTC,19209.97169800,19209.97989600
BTC,Bitcoin,EUR,Euro,19275.83636400,2020-12-23 09:35:03,UTC,19275.82816800,19275.83636400
BTC,Bitcoin,EUR,Euro,19322.22250700,2020-12-23 09:40:03,UTC,19322.21431000,19322.22250700
BTC,Bitcoin,EUR,Euro,19309.77415000,2020-12-23 09:45:03,UTC,19309.76595200,19309.77415000
BTC,Bitcoin,EUR,Euro,19304.68092700,2020-12-23 09:50:01,UTC,19304.67273000,19304.68092700
BTC,Bitcoin,EUR,Euro,19386.86814200,2020-12-23 09:55:04,UTC,19386.86814200,19386.87634000
BTC,Bitcoin,EUR,Euro,19379.60471400,2020-12-23 10:00:04,UTC,19379.60471400,19379.61291200
BTC,Bitcoin,EUR,Euro,19350.39302300,2020-12-23 10:05:03,UTC,19350.39302300,19350.40122600
BTC,Bitcoin,EUR,Euro,19370.54745000,2020-12-23 10:10:01,UTC,19370.54745000,19370.55564900
BTC,Bitcoin,EUR,Euro,19424.52000000,2020-12-23 10:15:04,UTC,19424.52000000,19424.52819600
BTC,Bitcoin,EUR,Euro,19419.63565500,2020-12-23 10:20:02,UTC,19419.51270000,19420.51273400
BTC,Bitcoin,EUR,Euro,19418.96190000,2020-12-23 10:25:02,UTC,19418.96190000,19418.97010300
BTC,Bitcoin,EUR,Euro,19409.07728500,2020-12-23 10:30:03,UTC,19409.07728500,19409.08548800
BTC,Bitcoin,EUR,Euro,19387.04468400,2020-12-23 10:35:03,UTC,19387.04468400,19387.05288800
BTC,Bitcoin,EUR,Euro,19392.55644300,2020-12-23 10:40:02,UTC,19392.55644300,19392.56464600
BTC,Bitcoin,EUR,Euro,19315.02127500,2020-12-23 10:45:04,UTC,19314.82435500,19316.22741000
BTC,Bitcoin,EUR,Euro,19279.40820400,2020-12-23 10:50:01,UTC,19279.40000000,19279.40820400
BTC,Bitcoin,EUR,Euro,19243.36640000,2020-12-23 10:55:04,UTC,19243.35820000,19243.36640000
BTC,Bitcoin,EUR,Euro,19235.60395200,2020-12-23 11:00:04,UTC,19235.26742400,19235.57112000
BTC,Bitcoin,EUR,Euro,19227.42185000,2020-12-23 11:05:03,UTC,19227.42185000,19227.43005300
BTC,Bitcoin,EUR,Euro,18919.90778600,2020-12-23 11:10:01,UTC,18919.90778600,18934.81263700
BTC,Bitcoin,EUR,Euro,18973.40610000,2020-12-23 11:15:04,UTC,18969.12309000,18973.40610000
BTC,Bitcoin,EUR,Euro,18854.09900000,2020-12-23 11:20:03,UTC,18854.09900000,18857.70744000
BTC,Bitcoin,EUR,Euro,18853.80793200,2020-12-23 11:25:03,UTC,18853.80793200,18853.81612800
BTC,Bitcoin,EUR,Euro,18899.68559600,2020-12-23 11:30:03,UTC,18899.67739800,18899.68559600
BTC,Bitcoin,EUR,Euro,18946.84965600,2020-12-23 11:35:02,UTC,18946.84145400,18946.84965600
BTC,Bitcoin,EUR,Euro,18934.34120000,2020-12-23 11:40:03,UTC,18934.34120000,18934.34940000
BTC,Bitcoin,EUR,Euro,18917.77038400,2020-12-23 11:45:05,UTC,18917.77038400,18917.77858200
BTC,Bitcoin,EUR,Euro,18880.33018800,2020-12-23 11:50:01,UTC,18880.33018800,18880.33838400
BTC,Bitcoin,EUR,Euro,18908.78537600,2020-12-23 11:55:04,UTC,18908.78537600,18908.79357400
BTC,Bitcoin,EUR,Euro,18905.02620000,2020-12-23 12:00:04,UTC,18905.02620000,18905.03440000
BTC,Bitcoin,EUR,Euro,18889.61753100,2020-12-23 12:05:03,UTC,18889.61753100,18889.62573200
BTC,Bitcoin,EUR,Euro,18867.19692200,2020-12-23 12:10:01,UTC,18867.18872400,18867.19692200
BTC,Bitcoin,EUR,Euro,18833.02765800,2020-12-23 12:15:04,UTC,18833.01946000,18833.02765800
BTC,Bitcoin,EUR,Euro,18975.20420900,2020-12-23 12:20:03,UTC,18976.91863600,18976.92683900
BTC,Bitcoin,EUR,Euro,19086.55677600,2020-12-23 12:25:02,UTC,19085.81021200,19085.81841600
BTC,Bitcoin,EUR,Euro,19097.68140000,2020-12-23 12:30:05,UTC,19092.19292400,19097.68140000
BTC,Bitcoin,EUR,Euro,19174.69936500,2020-12-23 12:35:02,UTC,19174.69116000,19174.69936500
BTC,Bitcoin,EUR,Euro,19347.38654800,2020-12-23 12:40:03,UTC,19344.16237600,19347.38654800
BTC,Bitcoin,EUR,Euro,19404.52962000,2020-12-23 12:45:05,UTC,19404.52962000,19404.53782500
BTC,Bitcoin,EUR,Euro,19466.42090800,2020-12-23 12:50:02,UTC,19466.42090800,19466.42911400
BTC,Bitcoin,EUR,Euro,19481.17748900,2020-12-23 12:55:04,UTC,19481.17748900,19481.18569600
BTC,Bitcoin,EUR,Euro,19573.99336200,2020-12-23 13:00:05,UTC,19573.98515600,19573.99336200
BTC,Bitcoin,EUR,Euro,19491.08019500,2020-12-23 13:05:02,UTC,19491.08019500,19491.08840400
BTC,Bitcoin,EUR,Euro,19534.54301400,2020-12-23 13:10:01,UTC,19534.54301400,19535.47119600
BTC,Bitcoin,EUR,Euro,19559.13052500,2020-12-23 13:15:04,UTC,19559.13052500,19559.13874200
BTC,Bitcoin,EUR,Euro,19709.64174400,2020-12-23 13:20:02,UTC,19702.73208800,19707.81779200
BTC,Bitcoin,EUR,Euro,19634.10044400,2020-12-23 13:25:03,UTC,19634.09222600,19634.10044400
BTC,Bitcoin,EUR,Euro,19626.72356700,2020-12-23 13:30:03,UTC,19626.72356700,19626.73178400
BTC,Bitcoin,EUR,Euro,19518.15234600,2020-12-23 13:35:04,UTC,19518.14412900,19518.15234600
